abs_time,relative_time,AccX,AccY,AccZ
1970-01-01 00:00:30.000,30071.333333333332,6.723516941070557,1.8555063009262085,-7.753622055053711
1970-01-01 00:00:30.100,30160.0,7.556699275970459,1.9919757843017576,-7.495048522949219
1970-01-01 00:00:30.200,30227.5,6.4386067390441895,1.8531121015548704,-5.756857872009277
1970-01-01 00:00:30.300,30334.0,6.269815683364868,2.110488772392273,-6.603208303451538
1970-01-01 00:00:30.400,30426.5,6.543951988220215,2.1954829692840576,-6.393715858459473
1970-01-01 00:00:30.500,30542.5,6.406285285949707,2.231395959854126,-6.362591028213501
1970-01-01 00:00:30.600,30646.5,7.028777599334717,1.4652514457702637,-7.602787335713704
1970-01-01 00:00:30.700,30759.5,7.094618320465088,1.7046716213226318,-6.113594055175781
1970-01-01 00:00:30.800,30877.0,6.809708118438721,1.3251906633377075,-6.744466304779053
1970-01-01 00:00:30.900,30960.0,7.0156097412109375,1.2258312702178955,-6.963535785675049
1970-01-01 00:00:31.000,31059.333333333332,6.94617772102356,1.0235212445259094,-7.022592544555664
1970-01-01 00:00:31.100,31163.0,7.132925510406494,0.6883329749107361,-7.538143873214722
1970-01-01 00:00:31.200,31277.0,7.11616587638855,0.31842881441116333,-7.364564418792725
1970-01-01 00:00:31.300,31360.5,6.405087947845459,0.5363011956214905,-6.59004020690918
1970-01-01 00:00:31.400,31448.666666666668,6.812102317810059,0.19632454216480255,-7.433996200561523
1970-01-01 00:00:31.500,31579.0,6.855197906494141,0.0047884033992886,-7.708132266998291
1970-01-01 00:00:31.600,31669.25,6.745064735412598,0.16360378637909884,-7.779958248138428
1970-01-01 00:00:31.700,31778.0,6.661267757415772,0.1077390760183334,-7.418434143066406
1970-01-01 00:00:31.800,31860.0,6.555922985076904,-0.0287304203957319,-7.47230339050293
1970-01-01 00:00:31.900,31960.0,7.097012519836426,-0.1771709322929382,-7.64109468460083
1970-01-01 00:00:32.000,32026.5,6.6600706577301025,-0.2274491637945175,-7.667430877685547
1970-01-01 00:00:32.100,32141.0,6.936600923538208,-0.02154781188194953,-8.421604633331299
1970-01-01 00:00:32.200,32227.0,6.467337131500244,-0.0383072271943092,-6.913257598876953
1970-01-01 00:00:32.300,32337.5,6.339247703552246,-0.25737667083740234,-8.11754059791565
1970-01-01 00:00:32.400,32427.0,6.874351501464844,-0.667982280254364,-8.795100212097168
1970-01-01 00:00:32.500,32537.5,6.494870662689209,-0.9229647517204285,-7.984662771224976
1970-01-01 00:00:32.600,32652.0,5.2031989097595215,-0.4788403511047363,-6.961141586303711
1970-01-01 00:00:32.700,32751.5,6.802525520324707,0.1915361285209655,-8.434772729873657
1970-01-01 00:00:32.800,32851.0,6.809708118438721,0.071826048195362,-8.189367294311523
1970-01-01 00:00:32.900,32950.0,6.713940143585205,0.0287304203957319,-7.880515098571777
1970-01-01 00:00:33.000,33072.0,6.047155141830444,0.09397241659462452,-7.746439456939697
1970-01-01 00:00:33.100,33160.0,5.90709400177002,0.2082955539226532,-7.653065681457519
1970-01-01 00:00:33.200,33270.5,6.456563472747803,0.1592144221067429,-7.8086888790130615
1970-01-01 00:00:33.300,33389.0,5.909488201141357,0.0430956296622753,-6.867767810821533
1970-01-01 00:00:33.400,33488.5,6.520009994506836,0.2657563984394073,-8.06008005142212
1970-01-01 00:00:33.500,33586.0,6.610989570617676,0.2513911724090576,-7.993042469024658
1970-01-01 00:00:33.600,33679.0,5.721543550491333,0.490811362862587,-7.1466920375823975
1970-01-01 00:00:33.700,33785.0,6.429029941558838,0.6655880808830261,-7.914033889770508
1970-01-01 00:00:33.800,33871.0,6.769006729125977,1.8028338551521301,-7.9347836176554365
1970-01-01 00:00:33.900,33984.0,5.6461262702941895,2.032677173614502,-6.197391033172607
1970-01-01 00:00:34.000,34059.5,5.7323174476623535,2.3822306394577026,-7.000645875930786
1970-01-01 00:00:34.100,34163.0,6.754641532897949,2.061407685279846,-7.138312578201294
1970-01-01 00:00:34.200,34249.0,7.061099290847778,1.8962077498435974,-7.083245754241943
1970-01-01 00:00:34.300,34360.0,6.625354766845703,2.212242364883423,-6.932411193847656
1970-01-01 00:00:34.400,34427.5,6.575076580047607,2.7940332889556885,-7.569268703460693
1970-01-01 00:00:34.500,34547.0,5.8268883228302,1.9405004382133484,-7.031371434529622
1970-01-01 00:00:34.600,34652.666666666664,6.609792232513428,1.46405428647995,-7.692969004313151
1970-01-01 00:00:34.700,34760.5,7.258620977401733,1.0821791887283323,-7.645883083343506
1970-01-01 00:00:34.800,34872.0,6.315305471420288,0.9983820915222169,-7.162254333496094
1970-01-01 00:00:34.900,34960.0,6.3931169509887695,0.9002198576927185,-7.554903507232666
1970-01-01 00:00:35.000,35057.0,6.33565616607666,0.6057330369949341,-7.803900241851807
1970-01-01 00:00:35.100,35156.0,6.649296760559082,0.6177040338516235,-8.285135269165039
1970-01-01 00:00:35.200,35267.333333333336,6.192004203796387,0.5398924797773361,-7.84779421488444
1970-01-01 00:00:35.300,35360.5,5.940613031387329,0.4141969084739685,-7.849390506744385
1970-01-01 00:00:35.400,35460.0,6.231508493423462,0.36032734811306,-7.733271360397339
1970-01-01 00:00:35.500,35560.0,6.192004203796387,0.2466027736663818,-7.332242488861084
1970-01-01 00:00:35.600,35653.0,6.254851937294006,0.5610412657260895,-7.654661973317464
1970-01-01 00:00:35.700,35791.0,5.619790077209473,0.3495534360408783,-7.190984725952148
1970-01-01 00:00:35.800,35890.0,6.208763599395752,0.629675030708313,-8.356961250305176
