abs_time,relative_time,AccX,AccY,AccZ
1970-01-01 00:00:30.000,30062.333333333332,-3.6864720582962036,-15.574281692504883,1.934913953145345
1970-01-01 00:00:30.100,30175.0,-10.119691848754885,-18.58379364013672,-2.582146644592285
1970-01-01 00:00:30.200,30262.333333333332,-4.058770537376404,-5.293579936027527,1.48081374168396
1970-01-01 00:00:30.300,30372.0,-1.7830817699432373,1.1252747774124146,2.98437237739563
1970-01-01 00:00:30.400,30440.0,-1.2036849160989125,-10.599130868911743,-4.0150763392448425
1970-01-01 00:00:30.500,30551.0,-3.4398694038391118,-4.867412090301514,-7.756016254425049
1970-01-01 00:00:30.600,30618.0,-7.325658798217773,-24.92124557495117,-4.327519416809082
1970-01-01 00:00:30.700,30729.5,-1.367687702178955,-7.4986395835876465,2.2828712314367294
1970-01-01 00:00:30.800,30824.0,-2.095525026321411,-6.919242858886719,-1.0007762908935547
1970-01-01 00:00:30.900,30927.0,-0.8325836658477783,-6.514622688293457,-1.8997989892959597
1970-01-01 00:00:31.000,31040.0,-0.2595713635285695,-8.151059627532959,-1.654393315315247
1970-01-01 00:00:31.100,31151.0,-7.933785915374756,-18.81363677978516,-3.044227361679077
1970-01-01 00:00:31.200,31251.0,-3.6170401573181152,-13.708001613616943,-0.408211350440979
1970-01-01 00:00:31.300,31352.0,-2.8365304470062256,-0.0837970599532127,2.850297212600708
1970-01-01 00:00:31.400,31457.0,-1.371279001235962,-9.63905644416809,-4.547786176204681
1970-01-01 00:00:31.500,31551.0,-4.189254283905029,-7.599195957183838,-6.0417680740356445
1970-01-01 00:00:31.600,31640.5,-10.122086524963379,-12.18409252166748,-4.538209438323975
1970-01-01 00:00:31.700,31740.0,3.1896753311157227,-3.7158010005950928,9.510966300964355
1970-01-01 00:00:31.800,31852.0,-3.773860454559326,-6.800729990005493,-0.5770025998353958
1970-01-01 00:00:31.900,31952.0,0.4842272996902466,-4.611232280731201,-0.889445960521698
1970-01-01 00:00:32.000,32051.5,-0.2148796021938325,-9.21169114112854,0.8008604645729065
1970-01-01 00:00:32.100,32176.0,-3.825335741043091,-8.71489429473877,-2.3977930545806885
1970-01-01 00:00:32.200,32274.5,-6.201581001281738,-19.23741149902344,0.3315969407558441
1970-01-01 00:00:32.300,32351.0,-6.083067893981934,-9.287108421325684,0.1951274424791336
1970-01-01 00:00:32.400,32462.333333333332,-1.5540363788604736,-2.9771898984909058,-0.0754173547029495
1970-01-01 00:00:32.500,32551.0,-2.4917654991149902,-1.4413094520568848,-1.1767501831054688
1970-01-01 00:00:32.600,32618.0,-1.955464243888855,-6.452373504638672,-4.480748653411865
1970-01-01 00:00:32.700,32711.0,-10.18912410736084,-8.877699851989746,-7.9643120765686035
1970-01-01 00:00:32.800,32847.5,-4.717175722122192,-7.782352685928346,-4.535815238952637
1970-01-01 00:00:32.900,32952.0,-5.14932918548584,-19.359514236450195,-0.7769184708595276
1970-01-01 00:00:33.000,33051.5,-3.7391444742679596,-7.14310097694397,-2.3666683435440063
1970-01-01 00:00:33.100,33151.5,-2.3026235103607178,-7.228095054626465,-4.461595058441162
1970-01-01 00:00:33.200,33251.5,-1.9015946984291077,-7.551312208175659,-1.398213803768158
1970-01-01 00:00:33.300,33351.0,1.391629695892334,-9.619902610778809,0.7410054206848145
1970-01-01 00:00:33.400,33431.333333333336,-1.6633716225624084,-8.099584341049194,-0.7601590156555176
1970-01-01 00:00:33.500,33542.2,-3.5385104179382325,-16.520949363708496,1.272039395570755
1970-01-01 00:00:33.600,33645.0,-3.205237555503845,-16.317442321777342,1.3582306027412414
1970-01-01 00:00:33.700,33740.4,-2.3481132984161377,-7.755776977539062,2.1660342693328856
1970-01-01 00:00:33.800,33844.75,-2.4442803859710693,-1.8810444672902424,1.4580688150599599
1970-01-01 00:00:33.900,33958.57142857143,-2.1671116828918455,-4.183149266242981,-5.238274049758911
1970-01-01 00:00:34.000,34064.666666666664,-8.330744552612305,-11.28578815460205,-8.39478931427002
1970-01-01 00:00:34.100,34150.5,-0.0870292156934738,-18.19162311553955,6.038894891738892
1970-01-01 00:00:34.200,34256.0,-3.917751908302307,-7.969339847564697,0.7984662294387819
1970-01-01 00:00:34.300,34355.2,-4.267305374145508,-9.102754878997803,-4.674199867248535
1970-01-01 00:00:34.400,34451.0,-0.597951865196228,-9.178890609741211,1.0321403607726096
1970-01-01 00:00:34.500,34553.2,-4.00011248588562,-8.150341510772705,0.41683051814325156
1970-01-01 00:00:34.600,34652.6,-2.3016658544540407,-10.431057739257813,1.8145655021071434
1970-01-01 00:00:34.700,34758.5,-0.9939529418945312,-13.972561073303222,1.1087547898292542
1970-01-01 00:00:34.800,34851.0,-4.354454219341278,-11.749784088134765,0.552821209281683
1970-01-01 00:00:34.900,34943.5,-3.2890345454216003,-12.428779792785644,2.807680271193385
1970-01-01 00:00:35.000,35049.5,-0.8014590352773666,-10.8308895111084,-0.2755726188421249
1970-01-01 00:00:35.100,35148.4,-3.217208504676819,-8.329906749725343,0.22050596475601197
1970-01-01 00:00:35.200,35251.0,-2.217389941215515,-3.8130056381225588,-1.4745888233184814
1970-01-01 00:00:35.300,35347.0,-1.6753426551818849,-2.8400020599365234,-5.87513165473938
1970-01-01 00:00:35.400,35454.42857142857,-6.442198085784912,-4.651455008983612,-7.740693515539169
1970-01-01 00:00:35.500,35545.0,-4.403774896264077,-16.17103672027588,-1.086368948221207
1970-01-01 00:00:35.600,35637.5,-1.755308996140957,-13.151349735260009,-0.2468421936035156
