,label,x_mean,x_std,y_mean,y_std,z_mean,z_std
54,vehicle,5.9940874385833744,0.04210424418684393,2.4910351502895356,0.029222402602518762,-7.311728330453236,0.054797214613356016
55,vehicle,6.008109497229259,0.04778289629205892,2.549158393541972,0.19277371407516197,-7.274769870440166,0.10758757811784689
56,vehicle,6.109104904333751,0.39428103672849174,3.8771063820521037,0.5503963047834843,-6.658103333711625,0.543998200087008
57,vehicle,6.119986565113067,0.6011517318161779,2.5613768334190046,0.6312170516278784,-7.067723328272502,0.7289157662794982
58,vehicle,5.217188970645268,0.7543662234907098,2.622001524826493,0.5484482210805047,-7.974267845948536,0.9337606107877231
59,vehicle,6.185432047843933,0.6603230501176108,1.6353874033192792,0.6733295354278721,-7.403939041694005,0.7416499888210185
60,vehicle,5.564735395739777,0.2564205028274903,1.4656867572837053,1.0927657599796146,-7.9839164797465,0.5488935794777562
61,vehicle,5.713239669005077,0.02370432948185424,2.6778188514709473,0.025667417133796028,-7.458768405119578,0.05875782978462208
62,vehicle,5.703906281789144,0.030324138713994937,2.682623211542765,0.031324705329927295,-7.473253297011057,0.06916683843455786
63,vehicle,5.695801914532979,0.0386242828620701,2.684023816982905,0.04353576969993536,-7.479621869723003,0.06993811185907357
64,vehicle,5.69734218041102,0.045456928553045624,2.679686324596405,0.040053522087144466,-7.471256116628647,0.07776630517983911
65,vehicle,5.697907614310583,0.026489808383258675,2.6734466435114546,0.035063629343788295,-7.473420084317525,0.054521475428812693
66,vehicle,5.707272922754288,0.044536463160385384,2.658925811370214,0.03934284228140772,-7.477253791252772,0.06027998553889282
67,vehicle,5.6877853345870975,0.03986418766424986,2.6612988674640654,0.0530104604032021,-7.483300960063934,0.07318676669348625
68,vehicle,5.647091912428538,0.06858659912735167,2.63548002700613,0.04441431338121314,-7.522753392855327,0.07083136082984952
69,vehicle,6.864890596866608,1.6685469835349152,3.1469985989729565,0.9579394264152873,-6.080695717930793,1.6747304985752796
70,vehicle,6.993174627304075,0.9902235730393115,3.6623059443351798,0.595676701474556,-5.890590924799443,1.008320538298654
71,vehicle,6.651223210016887,0.4744586934575936,1.9420135888186367,0.7862619484878868,-6.899665926774343,0.7084220106539673
72,walking,1.057177316031962,1.1843621167666152,-9.783221310297646,2.2125685466648783,-0.38556863059584673,2.148413389528591
73,walking,1.281754642256846,1.4120489641553695,-9.602028107325236,2.1118696258811074,-0.4898285362857084,2.027480992221175
74,walking,1.0991700159708657,1.4675784995733667,-9.717011647621792,1.9865406501130838,-0.4663162731570191,1.8652335976738728
75,walking,1.822639914702624,1.3937897045808265,-9.56956392010053,2.0669884332374013,-0.4752578174518421,2.1975061495639223
76,walking,2.1040164767842118,1.573564436665183,-9.698120987415313,1.9852535622818777,-0.2948259837180376,2.030049894988159
77,walking,1.70654706787318,1.7594234817694494,-9.735079468886058,2.216666240368955,-0.34613771501540513,1.8955030897692615
78,walking,1.486555401298534,1.4443955351094324,-9.644271407922108,1.6527585390731074,-0.1466468733367714,2.126532833378693
79,walking,1.5302101337537168,1.4940224014226429,-9.705758508841198,1.5170768340037315,0.01840342950619138,1.6829561365925612
80,walking,1.4284006830006062,1.391462553391201,-9.751160569985707,1.9114081168556332,-0.14589068428458027,1.9130536292230371
81,walking,1.388421499331792,1.5854861155291526,-9.797999098300934,1.7908862014737983,0.036491619162261485,1.8473047967717138
82,walking,1.3240134893904907,1.3465733118632544,-9.681732683976492,1.6200866720052423,-0.13889960878916707,1.6736502433177605
83,walking,1.1987568370997905,1.469170225068372,-9.529289855162302,1.896102534446901,-0.1566446340394517,1.6052643835829477
84,walking,1.3884294892506055,1.3878923329556339,-9.999415294329326,1.736799184959742,-0.0909198162332177,1.6352279959014246
85,walking,1.4582444102146352,1.5356686362545209,-9.781955980459848,1.7111192981651693,-0.07339026125613601,1.9281558574012456
86,walking,1.2085331655726381,1.4695955043548357,-9.77471149524053,1.8888417099261219,-0.17364745614235289,1.9229401029057043
87,walking,1.0842820717844492,1.577108517876276,-9.850344338417052,1.8059514974654445,-0.1510900919449826,1.7119334262294046
88,walking,1.050084895315425,1.3611387923660665,-9.878268687725066,1.7355260698957966,-0.055320570110547224,1.5774019820722214
89,walking,0.9954585512654309,1.2414178850528201,-9.736836819162273,1.651147249989471,-0.08859347152368474,1.5270361752937247
90,walking,0.9780445682678838,1.3085638937354478,-9.832504316012065,1.4640671420747065,-0.016075465944595645,1.6144767050404203
91,walking,1.0054928842714679,1.3195620409578344,-10.009257469971976,1.966564857355415,-0.1517484921232487,1.830015166928857
92,walking,0.8457839953154952,1.4418429827932695,-9.671798752943676,1.6807789931080848,-0.05261600587394728,1.8102287376815376
93,walking,0.7650033056503162,1.3259910883832795,-9.69633732398351,1.7684548083357279,-0.20317993645866714,1.7249129611453007
94,walking,0.6467784263408975,1.3098591786228164,-9.781214526176454,1.5721977199538393,-0.09576484620201116,1.625093879089956
95,walking,0.6290521521707997,1.3264832851686656,-9.914255537509918,1.713838829537936,0.06888518086882929,1.8454783094910088
96,web_browsing,2.4145703852176665,0.27431866219634143,-4.418620162540012,0.16635721269649192,-8.297692461013794,0.020675291873739746
97,web_browsing,2.632334966659546,0.24086571518532762,-4.387806930927315,0.11534256538870151,-8.253860697746276,0.02364947817167829
98,web_browsing,2.7898285293579104,0.017047692982799057,-4.314780781967471,0.022628529853187692,-8.24215304851532,0.007259117777119515
99,web_browsing,2.7958200216293334,0.020983606904360803,-4.309502654605442,0.013666063346659785,-8.242589993476868,0.0074143327989997345
100,web_browsing,2.8500367891788483,0.008296645172097309,-4.281892037391662,0.008643267913999657,-8.239531421661377,0.004580963502613928
101,web_browsing,2.8490970766544343,0.009546192579058333,-4.276255807491264,0.006783075584377638,-8.241928606033325,0.003682535907829377
102,web_browsing,2.85113512635231,0.008264470001359499,-4.2743452847606,0.006033979134454422,-8.241422805786133,0.00353998846117378
103,web_browsing,2.8606999528408052,0.017691051111870068,-4.2703220701217655,0.017153174490180945,-8.240285592079163,0.00601053683749086
104,web_browsing,2.8870361530780793,0.017561951348625437,-4.257632813453674,0.018539779891293653,-8.237663903236388,0.0056000035754491
105,web_browsing,2.9093920040130614,0.03750365540442196,-4.245709683895111,0.015526723722765274,-8.236203474998474,0.011669420069366455
106,web_browsing,2.9758790051937103,0.008716234591571462,-4.237330005168915,0.007254700051501754,-8.219506874084473,0.002995227976841859
107,web_browsing,2.7806587874889375,0.47579780577119907,-4.259784618616104,0.17314131254705986,-8.255958571434022,0.05858138916194385
108,web_browsing,3.118857741355896,0.014148782905427416,-4.0333589172363284,0.006998773645147405,-8.270682921409607,0.0034790166809124216
109,web_browsing,3.1314332735538484,0.008314552009267291,-4.020962932109833,0.0060606041007456755,-8.272601265907287,0.004373710440813836
110,web_browsing,3.1342584228515626,0.01079805711482787,-4.018628191466283,0.00703483566906021,-8.269853949546814,0.0034606521171699125
111,web_browsing,3.1203810381889343,0.02000815988550624,-4.014843442223289,0.014470463447284065,-8.277865538597107,0.006890504936245549
112,web_browsing,3.1357398331165314,0.009315290778821391,-4.0107472906209,0.007672966256228065,-8.272780857086182,0.0035159918652475875
113,web_browsing,3.1377689135074616,0.015598784455017545,-4.009719476555333,0.012217074062194305,-8.272765922546387,0.008102186678682463
114,web_browsing,3.1484141218662263,0.045503124992879285,-3.9809648668766022,0.02370216121399241,-8.282411527633666,0.01295938785212862
115,web_browsing,3.1610764515399934,0.011777045437539685,-3.9734377234873146,0.0092363158246622,-8.280556025505065,0.005675086855424103
116,web_browsing,3.1649700248241426,0.01337441736464848,-3.9712115037441253,0.006897344703633351,-8.282208037376403,0.005563371904505667
117,web_browsing,3.160935798883438,0.011504183899102693,-3.972815625667572,0.008664869295459034,-8.280364413261413,0.004180313432928859
118,web_browsing,3.1661252188682556,0.011119341717830947,-3.969589430093765,0.007289311646664377,-8.279137415885925,0.005033919909827149
119,web_browsing,3.1734604597091676,0.00989950741926245,-3.9662585043907166,0.00706465429994723,-8.278446125984193,0.004120416132692172
