relative_time,AccX,AccY,AccZ
0,2.3948001861572266,1.1186907291412354,9.956287384033203
58,1.8399440050125122,0.7499836683273315,10.62007999420166
125,2.4660277366638184,1.5939397811889648,9.220669746398926
195,5.213972568511963,-0.17058686912059784,7.0371575355529785
265,,6.300341606140137,
266,2.9891607761383057,,5.98610258102417
335,1.9476830959320068,-2.2230162620544434,9.711481094360352
403,,0.18974047899246216,
404,8.965087890625,,4.019864559173584
473,5.740098476409912,-3.2082302570343018,6.67982292175293
543,5.863399982452393,-5.790975570678711,1.88782799243927
612,8.002618789672852,-2.3469161987304688,2.7479450702667236
682,13.532028198242188,-6.619369029998779,3.489548921585083
751,20.050241470336914,-5.060743808746338,6.912060260772705
821,,-5.892728805541992,
822,15.184625625610352,,3.1681272983551025
892,7.796119213104248,-5.6233811378479,8.117541313171387
952,2.9239187240600586,-3.2082302570343018,-3.051409959793091
969,,-2.557007312774658,
970,-0.03531447425484657,,-1.8375498056411743
990,5.36361026763916,-3.7684733867645264,0.3555389642715454
1009,,-4.620809078216553,
1010,7.329249858856201,,8.093599319458008
1029,,-5.406107425689697,
1030,4.6956281661987305,,5.953182697296143
1049,5.217564105987549,-4.884171485900879,4.258087635040283
1069,5.212775707244873,-4.929661273956299,2.8119897842407227
1091,4.748300552368164,-4.314351558685303,2.426523447036743
1109,4.159327030181885,-4.094084739685059,3.4536359310150146
1129,4.298190593719482,-4.165910720825195,3.178302764892578
1148,5.1146135330200195,-5.738901615142822,2.9508535861968994
1168,7.583035469055176,-4.649539470672607,2.9245173931121826
1188,7.8056960105896,-5.245696067810059,4.487931251525879
1209,9.879075050354004,-4.857835292816162,4.8470611572265625
1228,12.378621101379395,-5.166687488555908,4.413711071014404
1248,12.330737113952637,-6.071695327758789,5.790376663208008
1268,10.350732803344727,-5.295974254608154,8.0145902633667
1288,3.709217071533203,-3.6966474056243896,2.912546396255493
1307,,-4.534617900848389,
1308,1.425148606300354,,0.4489128291606903
1327,1.346139907836914,-4.031835556030273,-0.0347159244120121
1347,3.907935619354248,-4.7836151123046875,2.7545289993286133
1367,3.3261446952819824,-4.987122058868408,2.455253839492798
1387,3.469796895980835,-5.762843608856201,1.3467384576797485
1407,6.2853779792785645,-5.983109951019287,2.670732021331787
1428,9.639654159545898,-6.311115741729736,3.70742130279541
1446,,-7.553706169128418,
1447,11.815983772277832,,4.813542366027832
1466,10.214262962341309,-6.94079065322876,4.667496204376221
